wikipediatxt	NA	2017	0	1.4	El archipiélago de Puerto Rico incluye la isla principal de Puerto Rico, la más pequeña de las Antillas Mayores, y un número de cayos e islas más pequeñas, de las cuales las más grandes son: Mona, Vieques y Culebra.	La Economía de Puerto Rico es la más competitiva y, en términos nominales, la más grande de la región Centroamericana y del Caribe.
wikipediatxt	NA	2017	1	2.2	Para la mayoría de las denominaciones cristianas, es el Hijo de Dios y, por extensión, la encarnación de Dios mismo.	Jesús no es Dios sino el Hijo de Dios y uno con Dios en «calidad y no en cantidad».
wikipediatxt	NA	2017	2	3	Las "partículas elementales" son los constituyentes elementales de la materia, más precisamente son partículas que no están constituidas por partículas más pequeñas ni se conoce que tengan estructura interna.	Actualmente el nombre partícula elemental se usa para las partículas que, hasta donde se sabe, no están formadas por partículas más simples.
wikipediatxt	NA	2017	3	2.6	Su capital es la ciudad de San Salvador, y las ciudades de Santa Ana y San Miguel son también importantes centros urbanos del país.	Por otro lado, es la zona más densamente poblada del país, ya que allí se asientan importantes ciudades como lo son San Salvador, Santa Ana, y San Miguel.
wikipediatxt	NA	2017	4	2.2	La "universidad de Uppsala" (en sueco: "Uppsala universitet") es una universidad ubicada en la ciudad de Uppsala, Suecia, y es la casa de estudios más antigua de Escandinavia, habiendo sido fundada en 1477.	La Universidad de Uppsala constantemente es considerada como una de las universidades más prestigiosas de Europa y del país.
wikipediatxt	NA	2017	5	2.8	"Blade Runner" es una película de ciencia ficción estadounidense, dirigida por Ridley Scott, estrenada en 1982 y basada parcialmente en la novela de Philip K. Dick "¿Sueñan los androides con ovejas eléctricas?" (1968).	Hay tres novelas oficiales y autorizadas de "Blade Runner", escritas por el amigo de Philip K. Dick, K. W. Jeter, que continúan la historia de Rick Deckard e intentan resolver las diferencias entre "Blade Runner" y "¿Sueñan los androides con ovejas eléctricas?".
wikipediatxt	NA	2017	6	0.8	"América del Sur" o "Sudamérica", también llamada "Suramérica", es el subcontinente austral de América.	Portugal se apropió de la mayor parte de la franja costera atlántica de la parte norte de América del Sur, que más tarde originaría el Estado de Brasil.
wikipediatxt	NA	2017	7	2.8	"La Antropología es el estudio de la realidad humana, es la Ciencia que trata de los aspectos biológicos y sociales del hombre".	La antropología es, sobre todo, una ciencia integradora que estudia al hombre en el marco de la sociedad y cultura a las que pertenece, y, al mismo tiempo, como producto de éstas.
wikipediatxt	NA	2017	8	0	El "escudo de España" es el símbolo heráldico que representa al Reino de España.	El gobierno federal representa a los Estados Unidos Mexicanos y está dividido en tres ramas: ejecutivo, legislativo y judicial, de acuerdo a lo establecido por la Constitución Política de los Estados Unidos Mexicanos, publicada en 1917.
wikipediatxt	NA	2017	9	1.8	El "sistema nervioso central" (SNC) es una estructura biológica que sólo se encuentra en individuos del reino animal.	Y se puede decir que el sistema nervioso central es uno de los más importantes de todos los sistemas que se encuentran en dichos cuerpos.
