wikipediatxt	NA	2017	0	0	"Luis Guridi García" (nacido el 19 de junio de 1958 en Madrid) es un director de cine español, miembro de La Cuadrilla, junto con Santiago Aguilar Alvear.	La "partitocracia" o "partidocracia" se trata de un neologismo empleado para definir la burocracia de los partidos políticos.
wikipediatxt	NA	2017	1	2.4	"My Scene" es una línea de muñecas de la empresa Mattel derivada de Barbie lanzada para competir comercialmente con las muñecas Bratz de la empresa MGA.	La serie de muñecas My Scene se introdujo por primera vez en la temporada de otoño de 2002, antes de las 2002, para competir con las Bratz.
wikipediatxt	NA	2017	2	1.6	El "Parlamento de Fiyi" ("Parliament of Fiji" en inglés), es bicameral y lo forman la Cámara de Representantes y el Senado de Fiyi.	El Parlamento de Fiyi nace el 10 de octubre de 1970, cuando Fiyi consiguió la independencia del Reino Unido.
wikipediatxt	NA	2017	3	2.6	En sus apariciones se presenta como un hombre interesado por los negocios tras conseguir la cabeza de Chiriku, por la cual quiere cobrar una recompensa.	Desde sus primeras apariciones, Kakuzu demuestra ser una persona fría y muy interesada por los negocios, como lo demuestra al entregar la cabeza de Chiriku (amigo de Asuma que protegió al Señor Feudal del Fuego).
wikipediatxt	NA	2017	4	2.8	"Super Trouper" es el nombre del séptimo álbum de estudio del grupo sueco ABBA, publicado en 1980 por Polar Music.	"Super Trouper" fue publicado por primer vez en Escandinavia el 3 de noviembre de 1980, bajo el sello de Polar Music.
wikipediatxt	NA	2017	5	2.6	"El Minero de Coquimbo" era un periódico chileno, de ámbito local, editado en La Serena en 1828.	El primer ejemplar de El Minero de Coquimbo apareció el 22 de marzo de 1828.
wikipediatxt	NA	2017	6	0	En el Lenguaje de Modelado Unificado, un "diagrama de casos de uso" es una especie de diagrama de comportamiento UML mejorado.	La Policía Montada es heredera de la "North West Mounted Police" (NWMP) y la Dominion Police, fundadas en 1873 y 1868 respectivamente.
wikipediatxt	NA	2017	7	2.4	A lo largo de los años, "X Japan" se ha convertido en uno de los grupos más influyentes de Japón, lo que ha dado lugar a ciertas referencias en la cultura popular, ya sea de parte del mismo grupo o de sus miembros.	X Japan es uno de los grupos más imitados de Japón, aquí se recoge una lista de los artistas más destacados que han versionado alguna canción suya.
wikipediatxt	NA	2017	8	0.2	Por sus contribuciones a la geometría algebraica, la teoría de números y la topología ha sido considerado uno de los matemáticos más prominentes del siglo XX.	Las ganancias generadas por esta nueva actividad económica beneficiaban a un reducido grupo de inversionistas y comerciantes que implantaron en la sociedad un nuevo proyecto de desarrollo.
wikipediatxt	NA	2017	9	1.6	La industria de cerveza es parte de las actividades de la economía de occidente.	La popularidad de la cerveza lager creció bastante cuando se desarrollaron de manera eficaz los sistemas de refrigeración a comienzos del siglo XX.
