track4bes-en	NA	2017	0	5	Counterfeiters from China and Indonesia will bring lots more of these products down to sell on the streets of Australia.	Los falsificadores de China e Indonesia aportará mucho más de estos productos a vender en las calles de Australia.
track4bes-en	NA	2017	1	4	Professor Larson said he did not know whether the boredom percentages now, 21 years later, would be higher or lower.	El profesor Larson dijo que no sabía si el aburrimiento porcentajes ahora, 21 años después, sería superior o inferior.
track4bes-en	NA	2017	2	5	The hearing focuses on Manning's time in the military brig at Quantico, Virginia	La audiencia se centra en el tiempo de Manning en la prisión militar de Quantico, Virginia
track4bes-en	NA	2017	3	3	My wife, who was born in Guadalajara and came to the United States legally as a child, reminds me that there is friction between Mexicans and Mexican-Americans because Mexicans have a firmer grasp of who they are and Mexican-Americans resent that.	Mi esposa, que nació en Guadalajara y llegó a los Estados Unidos legalmente como un niño, me recuerda que hay fricciones entre los mexicanos y mexicano-americanos porque los mexicanos tienen una comprensión más profunda de quiénes son y mexicano-estadounidenses que les molesta.
track4bes-en	NA	2017	4	3	Freeman noted an increase in "average Joe" reviews of brands on social media sites such as YouTube, Twitter and Facebook.	Freeman observó un aumento en la media "Joe" exámenes de marcas en los medios sociales de sitios como YouTube, Twitter y Facebook.
track4bes-en	NA	2017	5	5	"Colorado has a more regulated market, so they will be a good guide," said Brian E. Smith, a spokesman for the Washington State Liquor Control Board.	El "Colorado tiene un mercado regulado, por lo que será una buena guía", dijo Brian E. Smith, portavoz de la Junta de Control de bebidas alcohólicas del Estado de Washington.
track4bes-en	NA	2017	6	3	You want to talk about hard feelings?	Usted quiere hablar de malos sentimientos?
track4bes-en	NA	2017	7	5	Rather, our goal should be to feel comfortable away from the constant chatter of activity and technology.	Más bien, nuestro objetivo debe ser sentirse cómodo fuera de las constantes charlas de actividad y la tecnología.
track4bes-en	NA	2017	8	5	It would be so much easier if he did.	"Sería mucho más fácil si lo hizo".
track4bes-en	NA	2017	9	5	A few of these people will become heroes.	Algunas de estas personas se convierten en héroes.
track4bes-en	NA	2017	10	3	Days after the Obama administration threatened to delay approval of a planned oil pipeline from Canada to the Gulf of Mexico -- angering unions while appeasing environmentalists -- the company seeking to build the pipeline says it's willing to reroute the project to get it back on track.	Días después de la administración Obama amenazó con retrasar la aprobación de un oleoducto desde Canadá hasta el Golfo de México -- irrita a los sindicatos y a apaciguar a los ecologistas -- la empresa pretende construir el gasoducto dice que está dispuesto a reroute el proyecto para ponerlo de nuevo en marcha.
track4bes-en	NA	2017	11	3	What they want is that one simply accepts what they say and shuts up.	Lo que quieren es que uno simplemente acepta lo que dicen y cierra.
track4bes-en	NA	2017	12	5	But I'll get back to that.	Pero voy a volver a eso.
track4bes-en	NA	2017	13	5	Europe's monetary union has been badly undermined by a sovereign debt crisis in past months.	La unión monetaria europea ha sido gravemente afectada por una crisis de deuda soberana en los últimos meses.
track4bes-en	NA	2017	14	4	Tucked away under motorway flyovers, it is in many ways a suburb of Mexico City itself.	Escondida bajo la autopista pasos elevados, es, en muchos sentidos, un suburbio de la ciudad de México.
track4bes-en	NA	2017	15	5	A male friend of mine, also a Tory supporter, had succumbed to pressure and renounced his creed.	Un amigo mío, también un defensor conservador, había sucumbido a la presión y renunció a su credo.
track4bes-en	NA	2017	16	5	It is not an option, it is an imperative, because where do we find employment for tens of millions of our young men and women.	"No es una opción, es un imperativo, porque donde podemos encontrar empleo a decenas de millones de nuestros jóvenes hombres y mujeres".
