track5en-en	NA	2017	0	2.400000	A person is on a baseball team.	A person is playing basketball on a team.
track5en-en	NA	2017	1	0.200000	Our current vehicles will be in museums when everyone has their own aircraft.	The car needs to some work
track5en-en	NA	2017	2	1.000000	A woman supervisor is instructing the male workers.	A woman is working as a nurse.
track5en-en	NA	2017	3	2.000000	A bike is next to a couple women.	A child next to a bike.
track5en-en	NA	2017	4	2.200000	The group is eating while taking in a breathtaking view.	A group of people take a look at an unusual tree.
track5en-en	NA	2017	5	3.400000	The boy is raising his hand.	The man is raising his hand.
track5en-en	NA	2017	6	0.800000	A man with a gray beard is being shaved in front of a lecture hall	A man with a beard is sitting in the grass.
track5en-en	NA	2017	7	0.400000	The sky has very little to no clouds.	This Lady might be ready for Rock Climbing, or just watching the Clouds, above.
track5en-en	NA	2017	8	0.400000	The young boy jumps barefoot outside in the front yard.	The teen rode his bike around the people walking in the courtyard.
track5en-en	NA	2017	9	4.000000	There are dogs in the forest.	The dogs are alone in the forest.
track5en-en	NA	2017	10	3.400000	Some cyclists stop near a sign.	Two men stop to talk near a sign outside.
track5en-en	NA	2017	11	3.000000	These cooks in the white are busy in the kitchen making dinner for their customers.	The women are preparing dinner in their kitchen.
track5en-en	NA	2017	12	4.600000	A young person  deep in thought.	A young man deep in thought.
track5en-en	NA	2017	13	1.800000	A man is carrying a canoe with a dog.	A dog is carrying a man in a canoe.
track5en-en	NA	2017	14	2.800000	A man is performing labor.	A man is performing today.
track5en-en	NA	2017	15	2.000000	Two men wearing traditional clothing is standing outside.	Three women wearing black vests and gray shirts are talking outside of a building.
track5en-en	NA	2017	16	2.200000	a woman watches a rap group live	An audience watches a girl dance.
track5en-en	NA	2017	17	3.600000	A girl dancing on a sandy beach.	A girl is on a sandy beach.
track5en-en	NA	2017	18	2.600000	a man wearing a gray hat fishing out of a fishing boat.	A man wearing a straw hat and fishing vest in a stream.
track5en-en	NA	2017	19	0.200000	A little girl in an orange striped outfit is airborne whilst bouncing on a bed.	A dog in a red shirt is chasing a squirrel through the glass.
